"lat","lon","nl_mean","nl_min","nl_max","nl_median","nl_sd","cluster","wealthscore","n"
14.697644,121.091744,42.4502164502165,6,63,53,21.1052412086355,600,91463.75,12
14.697915,121.107721,37.3549783549784,4,63,40,22.7993985213275,613,50257.44,25
14.698855,121.103486,38.9454545454545,5,63,44,22.1923251218297,619,77548.8,5
14.701484,121.102319,38.9454545454545,5,63,44,22.1923251218297,612,92244.2,5
14.702099,121.068174,49.1454545454545,13,63,59,16.8587125632464,602,97590.9090909091,11
14.702268,120.975141,46.034632034632,6,63,57,20.4077695076423,681,68199.4,10
14.702543,120.978343,47.9909090909091,8,63,58,18.8848930731522,682,44431.5,6
14.702562,121.079284,46.7454545454545,10,63,57.5,18.5201045213558,601,53573,5
14.704718,120.996398,52.41,12,63,59,14.1457559734466,675,48161,14
14.705098,121.100076,38.1212121212121,5,63,44,22.0413254218176,615,1948.42857142857,7
14.711424,121.07707,44.7227272727273,9,63,53.5,18.9452571580258,623,110093.75,4
14.722268,121.079679,40.1136363636364,7,63,45,19.4286141059318,614,65463.7307692308,26
14.723128,121.122525,27.9045454545455,4,63,20.5,21.4095736122464,200,85095.5555555556,9
14.726016,121.08674,37.9,6,63,42.5,20.3090055828088,599,47185.2105263158,19
14.727953,120.524365,4.06698564593301,0,19,3,3.86494489521677,73,11648.9,20
14.734375,121.0718,38.9808612440191,7,63,43,18.8089999229318,661,132551.7,10
14.734441,121.130975,21.4593301435407,3,62,14,18.577527820831,201,88910.4,10
14.7359,120.941207,30.3827751196172,4,63,31,20.5617477639387,82,42408.68,25
14.735994,120.948593,32.9473684210526,5,63,35,20.3281281362123,83,65046.9333333333,30
14.74091,121.076684,36.1004784688995,6,62,37,18.7848253447166,660,31039.2307692308,13
14.742752,121.072736,36.1004784688995,6,62,37,18.7848253447166,624,152417.25,4
14.757366,121.047926,34.377990430622,5,62,34,17.4542174146422,658,39816.0909090909,11
14.761373,121.062493,32.5909090909091,5,62,31,17.7686576905424,659,71738.1818181818,11
14.769428,121.063891,29.4747474747475,5,61,26,17.2631725233349,657,114806.75,4
14.770122,121.031203,33.6166666666667,6,61,33.5,14.944693196871,653,48038.3,10
14.775696,121.034477,30.5252525252525,6,61,28,15.8683309645621,654,14847.5,10
14.776189,121.045629,29.0707070707071,5,61,26,16.2569797741058,655,55233.7272727273,11
14.78005,121.01832,31.5166666666667,9,59,29.5,13.5392972429296,81,100805.791666667,24
14.790742,121.042691,24.331550802139,5,56,20,13.6471360283259,90,41130.1176470588,17
14.802791,121.046561,20.8989898989899,4,52,17,12.3288238470535,89,19334.7333333333,15
14.81729,121.075142,14.7807486631016,3,46,13,9.98009058268715,87,116400.928571429,14
14.824059,120.889196,16.7914438502674,4,31,17,6.85599428102939,78,36913.7142857143,21
14.829536,120.858391,15.9294117647059,4,28,17,6.97550784610722,79,71468.5714285714,14
14.836803,120.691375,4.71764705882353,0,10,4,2.46927517192707,115,39265.3529411765,17
14.849242,121.053198,11.8238636363636,3,24,12,4.45134956917708,86,43859.5555555556,18
14.852614,120.277053,18.0852272727273,3,54,12,14.5145683644122,129,46978.9473684211,19
14.852737,121.076234,10.5347593582888,3,24,11,5.24994831729355,88,49433.3571428571,14
14.858667,120.252893,15.6875,3,54,10,14.4415694635808,128,34373.4285714286,7
14.868525,121.005021,11.4488636363636,6,20,11,3.37345924426652,92,60925.5714285714,14
14.871703,120.750227,11,3,26,10,5.19558301254409,80,67353.5333333333,15
14.872015,120.445534,4.43181818181818,0,8,4,1.51785905271079,71,84663,16
14.878333,120.977495,9.50625,5,19,9,2.5476512181929,91,-2737.2,10
14.897745,120.742078,10.0121212121212,4,23,9,3.70890141973544,77,55376.1176470588,17
14.899901,120.914683,11.6931818181818,5,29,9,6.11575567959247,76,97024.2142857143,14
14.905338,121.154773,2.78409090909091,0,11,3,2.01394489149381,84,17223.0555555556,18
